COVID-19 Vaccinations in the United States
Date generated: Tue Jan 04 2022 16:22:29 GMT-0500 (東部標準時間)
'Other' includes doses of vaccine administered or delivered that are not from Pfizer-BioNTech Moderna or J&J.

State/Territory/Federal Entity,Total Doses Delivered,Doses Delivered per 100K,18+ Doses Delivered per 100K,Total Doses Administered by State where Administered,Doses Administered per 100k by State where Administered,18+ Doses Administered by State where Administered,18+ Doses Administered per 100K by State where Administered,People with at least One Dose by State of Residence,Percent of Total Pop with at least One Dose by State of Residence,People 18+ with at least One Dose by State of Residence,Percent of 18+ Pop with at least One Dose by State of Residence,People Fully Vaccinated by State of Residence,Percent of Total Pop Fully Vaccinated by State of Residence,People 18+ Fully Vaccinated by State of Residence,Percent of 18+ Pop Fully Vaccinated by State of Residence,Total Number of Pfizer doses delivered,Total Number of Moderna doses delivered,Total Number of Janssen doses delivered,Total Number of doses from Other manufacturer delivered,Total Number of Janssen doses administered,Total Number of Moderna doses administered,Total Number of Pfizer doses adminstered,Total Number of doses from Other manufacturer administered,People Fully Vaccinated Moderna Resident,People Fully Vaccinated Pfizer Resident,People Fully Vaccinated Janssen Resident,People Fully Vaccinated Other 2-dose manufacturer Resident,People 18+ Fully Vaccinated Moderna Resident,People 18+ Fully Vaccinated Pfizer Resident,People 18+ Fully Vaccinated Janssen Resident,People 18+ Fully Vaccinated Other 2-dose manufacturer Resident,People with 2 Doses by State of Residence,Percent of Total Pop with 1+ Doses by State of Residence,People 18+ with 1+ Doses by State of Residence,Percent of 18+ Pop with 1+ Doses by State of Residence,Percent of Total Pop with 2 Doses by State of Residence,People 18+ with 2 Doses by State of Residence,Percent of 18+ Pop with 2 Doses by State of Residence,People with 1+ Doses by State of Residence,People 65+ with at least One Dose by State of Residence,Percent of 65+ Pop with at least One Dose by State of Residence,People 65+ Fully Vaccinated by State of Residence,Percent of 65+ Pop Fully Vaccinated by State of Residence,People 65+ Fully Vaccinated_Moderna_Resident,People 65+ Fully Vaccinated_Pfizer_Resident,People 65+ Fully Vaccinated_Janssen_Resident,People 65+ Fully Vaccinated_Other 2-dose Manuf_Resident,65+ Doses Administered by State where Administered,Doses Administered per 100k of 65+ pop by State where Administered,Doses Delivered per 100k of 65+ pop,People 12+ with at least One Dose by State of Residence,Percent of 12+ Pop with at least One Dose by State of Residence,People 12+ Fully Vaccinated by State of Residence,Percent of 12+ Pop Fully Vaccinated by State of Residence,People 12+ Fully Vaccinated_Moderna_Resident,People 12+ Fully Vaccinated_Pfizer_Resident,People 12+ Fully Vaccinated_Janssen_Resident,People 12+ Fully Vaccinated_Other 2-dose Manuf_Resident,12+ Doses Administered by State where Administered,Doses Administered per 100k of 12+ pop by State where Administered,Doses Delivered per 100k of 12+ pop,People 5+ with at least One Dose by State of Residence,Percent of 5+ Pop with at least One Dose by State of Residence,People 5+ Fully Vaccinated by State of Residence,Percent of 5+ Pop Fully Vaccinated by State of Residence,People 5+ Fully Vaccinated_Moderna_Resident,People 5+ Fully Vaccinated_Pfizer_Resident,People 5+ Fully Vaccinated_Janssen_Resident,People 5+ Fully Vaccinated_Other 2-dose Manuf_Resident,5+ Doses Administered by State where Administered,Doses Administered per 100k of 5+ pop  by State where Administered,Doses Delivered per 100k of 5+ pop,People who have received a booster dose,Percent of fully vaccinated people with booster doses,People 18+ who have received a booster dose,Percent of fully vaccinated people 18+ with booster doses,People 50+ who have received a booster dose,Percent of fully vaccinated people 50+ with booster doses,People 65+ who have received a booster dose,Percent of fully vaccinated people 65+ with booster doses,People with Moderna booster dose,People with Pfizer booster dose,People with Janssen booster dose,People with booster dose of an Other manufacturer,Total Count People w/Booster Primary Pfizer Minus TX,Total Count People w/Booster Primary Moderna Minus TX,Total Count People w/Booster Primary J&J Minus TX,Total Count People w/Booster Primary Other Minus TX,Total Count People w/Booster Booster Pfizer Minus TX,Total Count People w/Booster Booster Moderna Minus TX,Total Count People w/Booster Booster J&J Minus TX,Total Count People w/Booster Booster Other Minus TX,Count People Primary Pfizer Booster Pfizer,Count People Primary Pfizer Booster Moderna,Count People Primary Pfizer Booster J&J,Count People Primary Pfizer Booster Uknown,Count People Primary Moderna Booster Pfizer,Count People Primary Moderna Booster Moderna,Count People Primary Moderna Booster J&J,Count People Primary Moderna Booster Uknown,Count People Primary J&J Booster Pfizer,Count People Primary J&J Booster Moderna,Count People Primary J&J Booster J&J,Count People Primary J&J Booster Other,Count People Primary Other Booster Pfizer,Count People Primary Other Booster Moderna,Count People Primary Other Booster J&J,Count People Primary Other Booster Other,Percent People Primary Pfizer Booster Pfizer,Percent People Primary Pfizer Booster Moderna,Percent People Primary Pfizer Booster J&J,Percent People Primary Pfizer Booster Other,Percent People Primary Moderna Booster Pfizer,Percent People Primary Moderna Booster Moderna,Percent People Primary Moderna Booster J&J,Percent People Primary Moderna Booster Other,Percent People Primary J&J Booster Pfizer,Percent People Primary J&J Booster Moderna,Percent People Primary J&J Booster J&J,Percent People Primary J&J Booster Other,Percent People Primary Other Booster Pfizer,Percent People Primary Other Booster Moderna,Percent People Primary Other Booster J&J,Percent People Primary Other Booster Uknown
Oklahoma,6255070,158077,208174,5352649,135271,4970615,165426,2627437,66.4,2416090,80.4,2124053,53.7,1959390,65.2,3467470,2470400,317200,0,144292,2178260,3028945,1152,817409,1171693,134757,194,817134,1007424,134662,170,N/A,66.4,N/A,80.4,50.9,1849039,61.5,2627437,659448,95,536862,84.5,272356,244171,20291,44,1489786,234563,984846,2575378,77.4,2091718,62.9,817388,1139397,134740,193,5267800,158419,188110,2627207,71,2124006,57.4,817391,1171678,134743,194,5352382,144603,168990,651260,30.7,647442,33,478420,45.4,302282,56.3,301765,340690,8782,23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oregon,8466825,200743,252652,6857676,162591,6300571,188011,3127617,74.2,2828381,84.4,2806314,66.5,2560111,76.4,4901265,3113260,452300,0,261103,2574981,4010210,11382,975571,1587837,239181,3725,972691,1345491,238358,3571,N/A,74.2,N/A,84.4,62.4,2385571,71.2,3127617,740393,95,683655,89.2,308844,321794,51930,1087,1837150,239812,1105210,3024932,82.9,2736573,75,975567,1518108,239178,3720,6683702,183227,232110,3127600,78.4,2806307,70.3,975570,1587832,239180,3725,6857659,171874,212205,1110245,39.6,1101873,43,728898,56,455550,66.6,488098,604470,17345,332,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Pennsylvania,25634675,200240,252127,20306119,158617,18778576,184694,10084465,78.8,9244892,90.9,8204805,64.1,7553109,74.3,14768955,9403120,1462600,0,692360,7930112,11682300,1347,3000575,4514440,689181,609,2998368,3865505,688670,566,N/A,78.8,N/A,90.9,58.9,6885920,67.7,10084465,2624781,95,2179385,91.1,1025183,1066235,87692,275,5939927,248183,1071070,9806944,88.5,8021305,72.4,3000392,4331201,689104,608,19838532,179023,231328,10082897,83.3,8204324,67.8,3000458,4514127,689130,609,20304122,167746,211786,2702528,32.9,2679854,35.5,1967182,46.2,1217167,55.8,1217629,1475995,8865,39,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Puerto Rico,6434610,201479,245506,5967394,186849,5395012,205841,2852513,89.3,2535604,95,2465539,77.2,2216336,84.6,3950370,2273040,211200,0,145697,2335822,3485329,546,922954,1405249,137227,109,922529,1156685,137053,69,N/A,89.3,N/A,95,74,2114892,80.7,2852513,677677,95,585315,86.1,289209,272757,23333,16,1526927,224662,946745,2748402,95,2402957,84.4,922887,1342787,137176,107,5799782,203623,225911,2851734,92.7,2465342,80.1,922899,1405150,137184,109,5966453,193955,209173,731651,29.7,727691,32.8,490341,42.6,275344,47,306261,418457,6926,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rhode Island,2281885,215402,266929,1971593,186112,1808938,211605,949464,89.6,855809,95,813158,76.8,735876,86.1,1341205,853680,87000,0,62542,756455,1151214,1382,281030,474077,57720,331,280917,396937,57693,329,N/A,89.6,N/A,95,73.5,701065,82,949464,209425,95,183222,95,82565,93927,6607,123,510455,272903,1219960,915764,95,788982,85.1,281021,449912,57719,330,1921156,207135,246028,949387,94.5,813150,80.9,281026,474075,57719,330,1971507,196201,227089,353512,43.5,349761,47.5,235560,61,130964,71.5,156849,192590,4051,22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Republic of Palau,36490,169469,220045,36970,171698,33277,200669,18765,87.1,16791,95,16532,76.8,14805,89.3,7490,25200,3800,0,2336,28866,5766,2,11988,2202,2341,1,11988,475,2341,1,N/A,87.1,N/A,95,66.9,12684,76.5,18765,1800,90.4,1729,86.8,1480,22,227,0,4231,212400,1831830,18143,95,16101,86.4,11988,1771,2341,1,35920,192652,195709,18764,92.1,16532,81.1,11988,2202,2341,1,36969,181461,179110,4314,26.1,4314,29.1,2380,41.8,989,57.2,4305,9,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South Carolina,8807355,171059,218137,6777489,131635,6345260,157157,3249711,63.1,3005889,74.4,2745083,53.3,2556280,63.3,4938795,3432160,436400,0,218121,2666828,3890492,2048,1002354,1545218,197162,349,1000296,1359074,196563,347,N/A,63.1,N/A,74.4,50.4,2406543,59.6,3249711,929346,95,798486,85.2,341341,426346,30595,204,2159953,230512,939929,3185621,72.1,2707384,61.3,1002241,1507676,197118,349,6678241,151092,199263,3248567,66.9,2744547,56.5,1002279,1544799,197120,349,6775789,139527,181361,884755,32.2,879945,34.4,684030,45.5,444297,55.6,381812,484842,17645,456,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South Dakota,1581285,178745,236876,1271765,143758,1167993,174965,630950,71.3,571868,85.7,507287,57.3,464403,69.6,871645,623240,86400,0,38788,503325,729520,132,189700,280591,36964,32,189633,237804,36934,32,N/A,71.3,N/A,85.7,54,434619,65.1,630950,170505,95,139176,91.6,69274,65013,4869,20,377311,248442,1041200,612063,82.9,495180,67.1,189698,268491,36959,32,1240425,168056,214237,630910,76.6,507278,61.6,189698,280588,36960,32,1271723,154431,192022,177300,35,176269,38,130759,50.1,82325,59.2,82172,93011,2109,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tennessee,10859550,159017,204161,8999662,131783,8456986,158992,4028406,59,3733945,70.2,3519068,51.5,3288460,61.8,6468610,3901140,489800,0,249081,3464038,5240823,45720,1270485,2014891,223274,10418,1269918,1785263,222991,10288,N/A,59,N/A,70.2,49.1,3123202,58.7,4028406,1033259,90.4,946731,82.8,470356,435701,35155,5519,2677528,234174,949765,3949992,67.7,3468180,59.4,1270448,1964130,223224,10378,8868662,151976,186092,4027810,62.7,3518941,54.8,1270468,2014821,223236,10416,8998928,140158,169137,1276638,36.3,1268722,38.6,929279,50.2,575605,60.8,547524,709477,17405,2232,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Texas,51841585,178789,240051,40980790,141333,36938342,171042,19475019,67.2,17254629,79.9,16576843,57.2,14944966,69.2,31599785,17706000,2535800,0,1453004,15357058,24167175,3553,5879638,9422371,1274228,606,5875195,7796610,1272599,562,N/A,67.2,N/A,79.9,53.7,13939637,64.5,19475019,3532710,94.6,3151366,84.4,1503014,1474432,173697,223,8573960,229605,1388280,18877898,78.3,16250264,67.4,5878965,9096853,1273859,587,40013949,166025,215100,19470333,72.1,16575649,61.4,5879132,9421938,1273973,606,40974968,151731,191970,4831425,29.1,4786551,32,3128758,44.7,1717459,54.5,2192361,2562210,76706,148,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Utah,5393420,168231,237097,4554300,142057,4027310,177042,2167023,67.6,1876545,82.5,1890853,59,1664319,73.2,3339140,1821880,232400,0,171140,1624154,2758710,296,633731,1096807,160306,9,633292,870910,160108,9,N/A,67.6,N/A,82.5,55.2,1544367,67.9,2167023,366988,95,330677,90.4,141885,172376,16415,1,907544,248050,1474130,2074677,80,1835670,70.8,633677,1041720,160264,9,4406002,169968,208059,2166587,73.2,1890762,63.9,633709,1096767,160277,9,4553790,153940,182324,586645,31,581786,35,355541,51.3,206693,62.5,234453,344020,8171,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Virginia,16878615,197746,252876,14632219,171427,13249404,198503,6785415,79.5,6052702,90.7,5824108,68.2,5220639,78.2,10415295,5713620,749700,0,475701,5266037,8882552,7929,1939339,3452279,429457,3033,1933648,2857025,427230,2736,N/A,79.5,N/A,90.7,64.8,4932893,73.9,6785415,1407117,95,1222707,90,570563,579669,71566,909,3422841,251882,1242070,6525514,89.3,5640534,77.2,1939121,3269783,428688,2942,14180167,194063,230993,6784090,84.5,5823663,72.5,1939203,3452064,429365,3031,14630523,182197,210193,2207564,37.9,2182210,41.8,1438683,54.9,812622,66.5,966545,1205059,35639,321,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Veterans Health,7525480,N/A,N/A,6972095,N/A,6968807,N/A,3339407,N/A,3337525,N/A,2911829,N/A,2910417,N/A,3247140,3660440,617900,0,248108,3582739,3140966,282,1428063,1253224,230531,11,1428003,1251913,230490,11,N/A,N/A,N/A,N/A,0,2715028,0,3339407,1645059,0,1487446,0,812714,598822,75909,1,3705983,0,0,3339288,0,2911755,0,1428041,1253179,230524,11,6971904,0,0,3339303,0,2911759,0,1428041,1253182,230525,11,6971923,0,0,940007,32.3,939982,32.3,869357,37.9,643892,43.3,489829,433513,16665,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Virgin Islands,135860,127820,166685,131056,123300,123887,151996,63692,59.9,59651,73.2,53912,50.7,50832,62.4,97920,35540,2400,0,2115,39031,89910,0,15115,36862,1930,5,15087,33817,1923,5,N/A,59.9,N/A,73.2,49.1,49069,60.2,63692,17304,84.5,14927,72.9,5912,8479,532,4,37299,182142,663444,62875,70.3,53493,59.8,15107,36454,1927,5,129836,145190,151926,63631,63.9,53887,54.1,15108,36847,1927,5,130970,131464,136373,12453,23.1,12400,24.4,9806,31.8,5729,38.4,4352,7988,111,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vermont,1426190,228560,279654,1263805,202536,1149184,225337,560055,89.8,499854,95,485140,77.7,434161,85.1,801170,555320,69700,0,51392,498282,713251,880,173124,265597,46154,265,173066,214772,46075,248,N/A,89.8,N/A,95,73.4,407145,79.8,560055,140416,95,124836,95,60305,61793,2583,155,366347,292986,1140600,534820,95,465409,84.5,173108,245899,46137,265,1218425,221150,258860,559957,94.1,485130,81.5,173123,265593,46149,265,1263717,212409,239718,244412,50.4,241014,55.5,163125,66.4,93540,74.9,108718,131833,3845,16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Washington,15157395,199049,254668,12684476,166575,11596526,194840,5782037,75.9,5202430,87.4,5185346,68.1,4701899,79,9117735,5315060,724600,0,461256,4794062,7419692,9466,1823029,2926034,433142,3141,1822231,2443801,432801,3066,N/A,75.9,N/A,87.4,63.9,4385635,73.7,5782037,1206069,95,1108921,91.7,505274,544438,57657,1552,3046177,251808,1252960,5585593,85.9,5048070,77.7,1822953,2788877,433105,3135,12349993,189973,233158,5781312,80.8,5185226,72.4,1823006,2925964,433116,3140,12683614,177185,211742,2027734,39.1,2010030,42.7,1289848,56.9,752597,67.9,914705,1085069,27437,523,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Wisconsin,10094315,173369,221569,9195748,157936,8486288,186273,3988497,68.5,3612410,79.3,3618725,62.2,3307194,72.6,5976535,3671680,446100,0,323388,3566208,5304310,1842,1296836,2029070,292203,616,1296473,1718147,291985,589,N/A,68.5,N/A,79.3,58.8,3114812,68.4,3988497,1020832,95,951509,93.5,457474,463626,30151,258,2724389,267821,992321,3861101,77.2,3526956,70.5,1296799,1937366,292176,615,8975447,179516,201895,3988193,72.6,3618680,65.9,1296827,2029050,292187,616,9195412,167435,183802,1653877,45.7,1641445,49.6,1158046,62.2,697576,73.3,712365,918659,22797,56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
West Virginia,3342455,186506,233317,2508401,139966,2362109,164885,1113945,62.2,1034763,72.2,989663,55.2,925742,64.6,2024015,1162040,156400,0,64192,1087812,1354775,1622,410611,519955,58652,445,410154,456596,58578,414,N/A,62.2,N/A,72.2,52.6,879474,61.4,1113945,334422,91.1,304278,82.9,155702,138932,9453,191,831989,226693,910723,1092751,70.1,976417,62.7,410515,506826,58633,443,2474065,158814,214557,1113549,65.5,989429,58.2,410534,519815,58635,445,2507702,147588,196717,380013,38.4,377836,40.8,288449,51.3,183026,60.2,181746,194283,3928,56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Wyoming,844805,145968,189833,689167,119077,645981,145156,324590,56.1,300141,67.4,276039,47.7,257699,57.9,440245,357860,46700,0,27991,305327,355237,612,113637,137061,25226,115,113616,118769,25201,113,N/A,56.1,N/A,67.4,44.1,237120,53.3,324590,91045,91.8,81523,82.2,41533,36114,3822,54,217612,219413,851798,317867,64.8,272128,55.5,113636,133154,25223,115,678592,138285,172156,324561,59.7,276034,50.8,113636,137059,25224,115,689134,126719,155344,100781,36.5,100302,38.9,76630,51.3,50268,61.7,47402,51953,1388,38,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
